Occupation Title,Occupation Code,Employment 2019,Employment 2029,"Employment Change, 2019-2029","Employment Percent Change, 2019-2029","Occupational Openings, 2019-2029 Annual Average",Median Annual Wage 2019,Typical Entry-Level Education,Education Code,Work Experience in a Related Occupation,Workex Code,Typical on-the-job Training,trCode
Hoist and winch operators    * Hoist Operator* Winch Derrick Operator* Winch Operator,53-7041,4.9,4.6,-0.2,-5,0.5,"59,720",No formal educational credential,8,None,4,Short-term on-the-job training,5
Real estate brokers    * Licensed Real Estate Broker* Real Estate Broker,41-9021,100.7,103.3,2.7,2.6,8.7,"59,720",High school diploma or equivalent,7,Less than 5 years,2,None,6
"Elementary school teachers, except special education    * 3rd Grade Reading Teacher* 4th Grade Math Teacher* Elementary School Band Director* Elementary School Teacher* Grades 1 Thru 5 Teacher",25-2021,"1,452.10","1,503.50",51.4,3.5,103.2,"59,670",Bachelor's degree,3,None,4,None,6
"Middle school teachers, except special and career/technical education    * 7th Grade Social Studies Teacher* Junior High School Teacher* Middle School PE Teacher* Middle School Science Teacher",25-2022,627.1,649.6,22.5,3.6,44.6,"59,660",Bachelor's degree,3,None,4,None,6
Librarians and media collections specialists,25-4022,146.5,153.8,7.3,5,13.8,"59,500",Bachelor's degree,3,None,4,None,6
"Electrical and electronics repairers, commercial and industrial equipment    * Industrial Aerial Installer* Industrial Robotics Mechanic* Missile Pad Mechanic* Public Address System Mechanic",49-2094,61.2,62.4,1.2,1.9,4.3,"59,300",Postsecondary nondegree award,5,None,4,Long-term on-the-job training,3
"Model makers, wood    * Architectural Wood Model Maker",51-7031,1.4,1.4,0,-0.2,0.1,"59,260",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Survey researchers    * Pollster* Survey Methodologist* Survey Questionnaire Designer* Survey Researcher,19-3022,12.2,11.7,-0.4,-3.7,1.1,"59,170",Master's degree,2,None,4,None,6
Forensic science technicians    * Ballistic Technician* Ballistician* Ballistics Expert* Crime Lab Technician* Crime Scene Technician* Criminalist Technician* Fingerprint Expert* Forensic Analyst* Forensic Science Technician* Handwriting Expert* Trace Evidence Technician* Wildlife Forensic Geneticist,19-4092,17.2,19.6,2.4,14.1,2.3,"59,150",Bachelor's degree,3,None,4,Moderate-term on-the-job training,4
"Roof bolters, mining",47-5043,3.3,2.8,-0.5,-16,0.3,"59,090",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Tapers    * Drywall Taper* Sheet Rock Taper* Wall Taper,47-2082,21.8,21,-0.9,-4,1.6,"59,070",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
Physical therapist assistants    * LPTA* Licensed Physical Therapist Assistant* Physical Therapy Assistant* Physical Therapy Technician* Physiotherapy Assistant,31-2021,98.7,130.9,32.2,32.6,15.1,"58,790",Associate's degree,4,None,4,None,6
"Property, real estate, and community association managers    * Apartment Manager* Building Rental Manager* Community Association Manager* Condominium Association Manager* Homeowner Association Manager* Land Acquisition Manager* Leasing Property Manager* Property Manager* Real Estate Manager",11-9141,367.9,368.7,0.8,0.2,26,"58,760",High school diploma or equivalent,7,Less than 5 years,2,None,6
"Precision instrument and equipment repairers, all other    * Gyroscope Repairer* Hydrometer Calibrator* Scale Adjuster* Telescope Repairer",49-9069,12.2,12.6,0.4,3.3,1.2,"58,720",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
"Legal support workers, all other    * Legal Technician",23-2099,50.4,49.8,-0.6,-1.2,3.9,"58,400",Associate's degree,4,None,4,None,6
"Plant and system operators, all other    * Asphalt Plant Operator* Concrete Batch Plant Operator* Lime Filter Operator* Sand Plant Attendant",51-8099,13.2,13.2,0,0,1.2,"58,390",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Electro-mechanical and mechatronics technologists and technicians    * Remotely Piloted Vehicle Engineering Technician* Robotics Testing Technician,17-3024,14.6,15.1,0.4,3,1.3,"58,350",Associate's degree,4,None,4,None,6
"Control and valve installers and repairers, except mechanical door    * Air Valve Mechanic* Electric Meter Installer* Gas Meter Installer* Gas Meter Mechanic* Thermostat Repairer* Valve Mechanic* Water Meter Installer",49-9012,53.1,53.2,0.1,0.2,4,"58,100",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Fundraisers    * Campaign Fundraiser* Donor Relations Officer* Fundraising Officer,13-1131,100.6,115,14.4,14.3,11.1,"57,970",Bachelor's degree,3,None,4,None,6
"Telecommunications equipment installers and repairers, except line installers    * Communications Equipment Installer* Fiber Optic Central Office Installer* Headend Technician* Private Branch Exchange (PBX ) Installer and Repairer* Switchboard Wirer* Telecommunications Switch Technician",49-2022,215.7,210.1,-5.6,-2.6,20.9,"57,910",Postsecondary nondegree award,5,None,4,Moderate-term on-the-job training,4
Cardiovascular technologists and technicians    * Cardiac Catheterization Laboratory Technologist* Cardiac Catheterization Technologist* Cardiac Monitor Technician* Cardiac Technician* Cardiopulmonary Technologist* Cardiovascular Interventional Technologist* Cardiovascular Technologist* EKG Technician* Echocardiogram Technician* Echocardiographer* Echocardiographic Technologist* Echocardiography Technician* Echocardiology Technologist* Electrocardiogram Technician* Electrocardiograph Operator* Pulmonary Function Technologist,29-2031,57.4,60.5,3.1,5.4,3.2,"57,720",Associate's degree,4,None,4,None,6
Fish and game wardens    * Conservation Enforcement Officer* Fish Warden* Fish and Game Warden* Fish and Wildlife Warden* Game Warden* Wildlife Control Agent* Wildlife Officer* Wildlife and Game Protector,33-3031,7.2,7.3,0.1,1.2,0.5,"57,500",Bachelor's degree,3,None,4,Moderate-term on-the-job training,4
Mechanical drafters    * Aeronautical Drafter* Automotive Design Drafter* Die Designer* Gage Designer* Mechanical Design Drafter* Mechanical Drafter* Tool Designer* Tool and Die Designer,17-3013,57.5,52.7,-4.7,-8.3,4.3,"57,060",Associate's degree,4,None,4,None,6
"Educational, guidance, and career counselors and advisors    * Career Counselor* Career Technical Counselor* Education Counselor* International Student Counselor* School Adjustment Counselor* School Guidance Counselor* Student Advisor* Student Development Advisor* Student Services Counselor* Student Success Counselor* Study Abroad Advisor* Vocational Adviser",21-1012,333.5,360.4,26.8,8,33.1,"57,040",Master's degree,2,None,4,None,6
"Model makers, metal and plastic    * Metal Mockup Maker* Plastic Jig and Fixture Builder",51-4061,4.4,4.1,-0.4,-8.2,0.3,"57,020",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Property appraisers and assessors,13-2020,75.1,77.3,2.2,2.9,5.4,"57,010",Bachelor's degree,3,None,4,Long-term on-the-job training,3
Mechanical engineering technologists and technicians    * Gyroscopic Engineering Technician* Heat Transfer Technician* Hydraulic Technician* Mechanical Engineering Technician* Optomechanical Technician,17-3027,43.5,44.9,1.4,3.1,3.8,"56,980",Associate's degree,4,None,4,None,6
"Kindergarten teachers, except special education    * Bilingual Kindergarten Teacher* Kindergarten Teacher",25-2012,127.7,132.4,4.7,3.7,12.2,"56,850",Bachelor's degree,3,None,4,None,6
Healthcare social workers    * AIDS Social Worker* C-SWHC* Certified Social Workers In Health Care* Healthcare Social Worker* Hospice Home Care Social Worker* Hospice Social Worker* Hospital Social Worker* Medical Social Worker* Neonatal Social Worker* Nephrology Social Worker* Oncology Social Worker* Pediatric Social Worker* Public Health Social Worker* Renal Social Worker,21-1022,185,211.7,26.7,14.4,19.6,"56,750",Master's degree,2,None,4,Internship/residency,1
Telecommunications line installers and repairers    * Cable Television Installer* FIOS Line Installer* Fiber Optic Technician* Telecommunication Lines Repairer* Telecommunications Line Installer* Telephone Cable Splicer* Telephone Lines Repairer* Telephone Lineworker,49-9052,123.6,121.6,-2,-1.6,11.8,"56,750",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
Crane and tower operators    * Boom Crane Operator* Bridge Crane Operator* Cherry Picker Operator* Coal Tower Operator* Electric Crane Operator* Erecting Crane Operator* Monorail Crane Operator* Overhead Crane Operator* Port Crane Operator* Radio Control Crane Operator* Scrap Crane Operator* Tower Loader Operator* Woodyard Crane Operator,53-7021,45.7,46.5,0.8,1.7,4.5,"56,690",High school diploma or equivalent,7,Less than 5 years,2,Moderate-term on-the-job training,4
Flight attendants    * Airline Flight Attendant* Airplane Flight Attendant* Flight Steward,53-2031,121.9,143,21.1,17.3,16.5,"56,640",High school diploma or equivalent,7,Less than 5 years,2,Moderate-term on-the-job training,4
First-line supervisors of office and administrative support workers    * Accounts Payable Supervisor* Billing Department Supervisor* Billing Supervisor* Clerical Supervisor* Data Entry Supervisor* Medical Billing Supervisor* Office Services Supervisor* Payroll Supervisor* Records Supervisor* Teller Supervisor* Timekeeping Supervisor,43-1011,"1,552.40","1,505.70",-46.7,-3,138.2,"56,620",High school diploma or equivalent,7,Less than 5 years,2,None,6
Industrial engineering technologists and technicians    * Industrial Engineering Technician* Motion Study Technician* Production Control Technologist* Time Study Technician* Time Study Technologist,17-3026,68.5,69.5,1,1.5,5.8,"56,550",Associate's degree,4,None,4,None,6
Computer numerically controlled tool programmers,51-9162,25.7,31.3,5.6,21.9,3.1,"56,450",Postsecondary nondegree award,5,None,4,Moderate-term on-the-job training,4
Rail car repairers    * Freight Car Repairer* Mine Car Mechanic* Rail Car Maintenance Mechanic* Rail Car Mechanic* Streetcar Repairer* Subway Car Repairer* Tank Car Reconditioner* Trolley Car Mechanic* Trolley Car Overhauler,49-3043,24.3,23.5,-0.8,-3.2,2,"56,390",High school diploma or equivalent,7,None,4,Long-term on-the-job training,3
Architectural and civil drafters    * Architectural Drafter* Building Drafter* Civil Computer-Aided Design and Drafting Technician* Civil Drafter* Structural Drafter,17-3011,102.9,100.3,-2.6,-2.5,8.5,"56,340",Associate's degree,4,None,4,None,6
Electricians    * Chief Electrician* Control Electrician* Electrical Maintenance Worker* Electrical Sign Wirer* House Wirer* Licensed Electrician* Lighting Fixture Installer* Marine Electrician* Master Electrician* Solar Photovoltaic Electrician* Stage Electrician,47-2111,739.2,801.4,62.2,8.4,82.2,"56,180",High school diploma or equivalent,7,None,4,Apprenticeship,2
"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,"1,070.50","1,134.70",64.2,6,123.8,"56,130",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Rail-track laying and maintenance equipment operators    * Ballast Cleaning Machine Operator* Rail Maintenance Worker* Railroad Track Mechanic* Track Layer* Track Machine Operator* Track Maintainer* Track Moving Machine Operator* Track Repair Worker* Track Repairer* Track Service Worker* Track Surfacing Machine Operator* Trackwalker,47-4061,13.9,14.4,0.5,3.4,1.4,"56,100",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Interior designers    * Certified Kitchen Designer* Furniture Arranger* Home Lighting Adviser* Interior Decorator* Interior Designer* Kitchen Designer* Kitchen and Bath Designer,27-1025,77.9,74.1,-3.8,-4.9,6.2,"56,040",Bachelor's degree,3,None,4,None,6
Millwrights    * Construction Millwright* Machine Erector* Machinery Dismantler* Maintenance Millwright* Manufacturing Millwright,49-9044,48.7,52.1,3.4,6.9,4.3,"55,560",High school diploma or equivalent,7,None,4,Apprenticeship,2
"Radio, cellular, and tower equipment installers and repairers    * Radio Frequency Technician* Radio Mechanic* Radio Repairer* Two-Way Radio Technician",49-2021,15,15.5,0.6,3.7,1.6,"55,380",Associate's degree,4,None,4,Moderate-term on-the-job training,4
Food service managers    * Banquet Director* Banquet Manager* Cafeteria Director* Food Service Director* Food Service Manager* Food and Beverage Manager* Restaurant General Manager* Tavern Operator,11-9051,352.6,354.8,2.2,0.6,34.8,"55,320",High school diploma or equivalent,7,Less than 5 years,2,None,6
Continuous mining machine operators    * Continuous Mining Machine Coal Miner* Continuous Mining Machine Lode Miner* Self-Propelled Mining Machine Operator,47-5041,15,15.3,0.3,2.3,1.7,"55,280",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
Health education specialists    * Certified Diabetes Educator* Certified Health Education Specialist* Community Health Education Coordinator* Diabetes Educator* Health Education Specialist* Health Educator* Public Health Educator,21-1091,62.2,69.3,7.1,11.4,6.9,"55,220",Bachelor's degree,3,None,4,None,6
"Camera operators, television, video, and film    * Cinematographer* Electronic News Gathering Camera Operator* Motion Picture Camera Operator* Movie Shot Camera Operator* News Camera Operator* News Videographer* Television Camera Operator* Video Camera Operator",27-4031,29.7,33.8,4.2,14,3,"55,160",Bachelor's degree,3,None,4,None,6
"Plumbers, pipefitters, and steamfitters    * Fire Sprinkler Installer* Gas Main Fitter* Gas Plumber* Hydraulic Plumber* Industrial Gas Fitter* Marine Pipefitter* Marine Steamfitter* Master Plumber* Pipe Fitter* Plumber* Solar Thermal Installer* Sprinkler Fitter* Steamfitter* Water Pump Installer",47-2152,490.2,511.1,20.9,4.3,49.8,"55,160",High school diploma or equivalent,7,None,4,Apprenticeship,2
"First-line supervisors of transportation and material-moving workers, except aircraft cargo handling supervisors",53-1047,456.7,480.2,23.5,5.1,45.3,"55,060",High school diploma or equivalent,7,Less than 5 years,2,None,6
Structural iron and steel workers    * Bridge Ironworker* Construction Ironworker* Iron Guardrail Installer* Metal Tank Erector* Ornamental Ironworker* Pre-Engineered Metal Building Ironworker* Precast Concrete Ironworker* Steel Fabricator* Steel Fitter* Structural Steel Erector* Wind Turbine Erector,47-2221,77,80.6,3.6,4.7,8.1,"55,040",High school diploma or equivalent,7,None,4,Apprenticeship,2
Wellhead pumpers    * Oil Field Pumper* Oil Well Pumper* Oilfield Plant and Field Operator* Wellhead Pumper,53-7073,14.1,14.7,0.6,4.2,1.5,"55,040",High school diploma or equivalent,7,Less than 5 years,2,Moderate-term on-the-job training,4
"Rotary drill operators, oil and gas    * Drilling Rig Operator* Natural Gas Shothole Driller* Oil Driller* Oil Rig Driller* Oil Well Cable Tool Driller* Oil Well Cable Tool Operator* Oil Well Driller* Prospecting Driller",47-5012,20.9,26.6,5.6,26.9,3.4,"54,980",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
